ID,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
2554,15,91,93907,2,1.7,2,151,0,0,0,0,0
2555,39,53,93940,1,0.8,1,0,0,0,0,0,0
2556,32,110,94143,3,1.7,2,0,0,0,0,0,0
2557,4,82,92831,3,1.5,1,103,0,0,0,1,0
2558,11,23,94553,4,0.2,3,0,0,0,0,1,0
2559,19,172,95136,2,6.67,1,0,0,0,0,1,0
2560,12,88,90212,2,2.7,1,0,0,0,0,1,0
2561,18,71,93943,2,0.8,3,0,0,0,0,1,0
2562,5,180,94720,1,2.9,3,144,1,1,0,0,0
2563,21,39,92521,2,2.1,3,184,0,0,0,0,1
2564,13,94,90401,1,1.5,3,0,0,0,0,0,1
2565,16,25,94126,3,1,2,0,0,0,0,1,0
2566,15,10,94708,2,0,3,102,0,0,0,1,0
2567,5,42,94305,1,1,1,184,0,0,0,0,0
2568,33,142,92333,2,3.9,1,0,0,0,0,0,1
2569,21,34,92373,2,1.3,1,0,0,0,0,1,0
2570,10,139,90024,1,4.6,1,0,0,0,0,0,0
2571,4,154,95621,2,4.5,1,207,0,0,0,1,0
2572,8,40,91768,2,2,3,89,0,0,0,0,0
2573,32,33,93907,1,1.5,3,140,0,0,0,1,1
2574,34,80,90095,2,1.6,1,0,0,0,0,1,1
2575,18,10,92037,3,0.67,2,100,0,0,0,1,0
2576,16,41,90401,3,0.5,3,0,0,0,0,1,0
2577,36,30,93711,4,1.3,1,118,0,0,0,1,1
2578,29,78,95521,1,0.8,3,190,0,0,0,1,0
2579,21,164,90638,1,5,1,0,0,0,0,0,1
2580,27,23,92780,1,0.4,3,0,0,0,0,0,0
2581,7,149,92624,1,6,1,0,0,0,0,0,0
2582,34,25,94132,4,0.7,3,0,0,0,0,1,0
2583,9,42,95010,1,2.1,3,0,0,0,0,1,0
2584,11,71,91302,1,2.5,1,185,0,0,0,1,1
2585,34,114,94606,3,4.2,2,0,1,0,0,1,0
2586,26,70,91320,1,2.8,2,0,0,0,0,1,1
2587,23,149,92675,4,6.1,1,0,1,0,0,0,1
2588,33,55,94998,4,2.5,2,0,0,0,0,1,0
2589,36,29,93065,1,1.3,1,0,0,0,0,0,0
2590,40,123,90840,1,3.8,1,0,0,0,0,1,1
2591,20,152,95814,1,7.4,3,374,1,0,1,1,1
2592,7,8,95131,4,0.7,2,0,0,0,0,0,0
2593,32,69,94710,4,0.7,1,245,0,0,0,0,0
2594,23,161,96003,4,7.9,3,310,1,0,0,0,0
2595,23,79,94024,1,0.2,2,0,0,0,0,0,0
2596,10,105,92780,1,4.6,1,0,0,0,0,0,0
2597,8,39,95032,3,2.3,1,0,0,0,0,0,0
2598,23,163,92653,1,5,1,0,0,0,0,0,0
2599,20,9,94005,1,0.2,1,0,0,0,0,1,0
2600,20,71,91006,4,2,3,0,0,0,0,0,1
2601,18,51,92868,3,2.1,3,0,0,0,0,0,0
2602,24,32,90277,1,1.4,3,167,0,0,0,0,0
2603,26,161,93108,4,4.3,1,0,1,0,1,1,1
2604,27,60,90049,1,0.2,1,0,0,0,0,1,0
2605,10,35,92521,4,1,2,0,0,0,0,0,0
2606,40,41,94305,4,1.2,2,0,0,0,0,1,0
2607,22,73,92648,2,1.7,1,216,0,0,0,1,0
2608,33,49,94305,4,1.5,1,214,0,1,1,1,1
2609,35,79,94024,2,2,1,194,0,0,0,1,1
2610,18,120,93407,2,7.5,1,0,0,1,0,0,0
2611,16,60,94501,2,3.2,1,0,0,0,0,0,0
2612,8,78,95051,3,0.6,2,0,0,0,0,1,0
2613,26,40,95138,4,1.1,2,131,0,0,0,0,0
2614,26,110,94501,2,5.4,3,204,1,1,1,1,0
2615,11,160,92093,4,5.7,3,0,1,1,0,0,0
2616,32,68,94542,4,0.7,1,191,0,0,0,1,1
2617,31,49,92182,2,1.6,3,103,0,0,0,1,0
2618,20,65,92037,2,2.5,1,0,0,0,0,1,0
2619,-3,55,92704,3,2.4,2,145,0,0,0,1,0
2620,8,62,92093,3,2.3,1,98,0,0,0,0,1
2621,22,152,95616,1,0,1,0,0,0,0,0,0
2622,18,42,95126,3,2.5,2,0,0,0,0,0,0
2623,28,39,90245,4,0.7,2,0,0,0,0,1,0
2624,17,111,94304,3,3,1,0,1,1,1,0,1
2625,21,82,94109,3,2.1,1,0,0,0,0,0,0
2626,36,108,93943,4,3.4,2,0,0,0,0,1,0
2627,27,59,92038,2,0.8,3,0,0,0,0,1,0
2628,30,61,93106,3,2.5,1,193,0,0,0,1,0
2629,6,78,95819,4,2,2,0,0,1,0,1,0
2630,18,18,93943,2,0.1,3,0,0,0,0,1,0
2631,37,113,94611,4,1.7,3,0,0,0,0,1,1
2632,20,62,92521,1,2.67,2,0,0,0,0,1,0
2633,24,81,94720,1,4.9,1,248,0,0,0,1,0
2634,25,13,95054,3,0.4,1,106,0,0,0,1,0
2635,9,75,94303,1,2.8,1,194,0,0,0,0,0
2636,14,33,95616,2,0.8,3,89,0,0,0,1,0
2637,13,179,93943,1,4.1,1,0,0,0,0,1,0
2638,26,69,94005,3,2,2,0,0,0,0,1,0
2639,4,45,94025,1,1,3,0,0,0,0,1,0
2640,26,59,95762,3,3,2,0,0,0,0,1,0
2641,13,81,94309,2,2.8,1,0,0,0,0,1,0
2642,5,133,90095,1,5.4,1,212,0,0,0,1,0
2643,29,81,92096,2,0,3,0,0,0,0,1,0
2644,38,14,92630,4,0.4,2,86,0,0,0,1,1
2645,14,28,94061,2,0.8,3,0,0,0,0,0,0
2646,12,93,95125,2,2.2,1,0,0,0,0,1,0
2647,20,191,92007,3,2.6,3,123,1,0,0,0,0
2648,37,155,91605,1,2.9,1,0,0,0,0,1,0
2649,0,155,93105,2,7.2,1,0,0,0,0,0,0
2650,8,68,92407,4,1.3,1,0,0,0,0,1,0
2651,40,52,95060,2,1.1,1,226,0,0,0,0,0
2652,17,51,94025,1,0.7,3,0,0,0,0,0,0
2653,0,44,90089,4,1.6,1,180,0,0,0,1,0
2654,5,121,94555,2,3.1,1,408,0,0,0,1,0
2655,36,49,94965,4,2.2,1,204,0,1,0,1,0
2656,26,42,91784,2,1,3,78,0,1,0,1,0
2657,15,144,91040,1,4.1,1,0,0,0,0,0,0
2658,6,72,94583,1,2.6,2,0,0,0,0,1,0
2659,4,44,94304,1,1.5,1,109,0,0,0,0,0
2660,35,43,91763,3,0.9,3,175,0,0,0,0,0
2661,14,74,93063,1,0.1,2,144,0,1,0,1,0
2662,41,145,90009,1,2.5,1,0,0,0,0,1,0
2663,41,158,92346,2,2.1,1,0,0,0,0,0,0
2664,28,78,91311,4,4.9,1,0,0,0,0,0,0
2665,29,154,95014,1,2.4,2,352,1,0,0,1,0
2666,9,105,90064,2,4.5,3,0,0,0,0,0,0
2667,7,100,92126,3,0.6,2,0,0,0,0,1,0
2668,39,58,94112,1,0,2,0,0,0,0,1,0
2669,35,113,94507,1,0.9,1,406,0,0,0,1,0
2670,18,10,91902,2,0.1,2,0,0,1,0,0,1
2671,33,142,94080,2,2.7,1,0,0,0,0,0,0
2672,37,128,92093,1,2.5,1,0,0,0,0,0,0
2673,5,131,92068,3,0.5,3,0,1,0,0,0,0
2674,30,88,92647,4,1,2,122,0,0,0,1,0
2675,6,101,90245,2,0.6,1,0,0,0,0,1,0
2676,1,70,92115,2,1.75,3,0,0,0,1,1,1
2677,20,122,91765,1,0.3,1,0,0,1,0,1,0
2678,8,70,91423,3,1.5,1,0,0,0,0,1,0
2679,38,148,93023,2,4.3,3,0,1,0,0,1,0
2680,32,43,92704,2,2.1,3,166,0,0,0,1,0
2681,30,31,95060,1,1.5,3,0,0,0,0,1,0
2682,11,35,94609,2,0.8,3,0,0,0,0,0,0
2683,27,81,90032,4,2.6,3,0,0,0,0,1,0
2684,25,19,95812,1,1.4,3,98,0,0,0,0,0
2685,5,98,92028,4,1.8,3,129,0,1,1,1,1
2686,2,101,90280,4,2.1,3,0,0,0,0,1,0
2687,24,81,95053,2,0.4,3,0,0,0,0,0,0
2688,27,135,93561,1,0.6,1,452,0,0,0,1,0
2689,30,34,94542,2,0.7,2,0,0,0,0,1,0
2690,16,104,91730,1,3.4,1,249,0,0,0,0,0
2691,38,29,90245,3,0.7,2,0,0,0,0,1,0
2692,36,119,95064,2,5.4,2,0,1,0,0,1,0
2693,20,82,90230,2,1.7,2,0,0,0,0,1,1
2694,29,62,90089,1,0.2,1,0,0,0,0,1,0
2695,19,85,94720,3,2.1,1,0,0,0,0,1,1
2696,15,8,94960,2,0.1,2,0,0,0,0,0,0
2697,37,78,91711,4,1.7,3,0,0,0,0,1,0
2698,32,44,93407,3,0.5,2,0,0,0,0,1,0
2699,14,122,95819,2,8,1,0,0,0,0,1,1
2700,11,22,90035,3,0.1,2,114,0,0,0,0,0
2701,5,39,94590,4,2.2,2,0,0,0,0,1,1
2702,26,55,94305,1,1.6,2,0,0,0,0,1,0
2703,18,144,94063,2,6.1,1,158,0,0,0,0,0
2704,27,71,92521,1,2.6,2,0,0,0,0,0,1
2705,13,191,91710,2,3,1,0,0,0,0,1,0
2706,26,22,92831,1,0.5,2,100,0,0,0,1,0
2707,17,158,90740,1,2.4,1,0,0,0,0,1,0
2708,9,131,90089,3,0.3,3,0,1,0,1,1,1
2709,24,75,95670,1,2.8,2,160,0,0,0,0,1
2710,4,69,94305,3,0.7,2,170,0,0,0,0,0
2711,27,39,94304,2,0.8,1,0,0,0,0,0,0
2712,14,34,94939,4,1.7,1,0,0,0,0,1,1
2713,7,32,91320,1,1.7,1,0,0,0,0,1,0
2714,18,129,92028,1,5.7,1,0,0,0,0,1,0
2715,20,158,92870,3,5.4,1,432,1,0,0,0,1
2716,18,54,90089,1,1.8,1,0,0,0,0,1,0
2717,17,34,92182,1,2,2,0,0,0,0,0,0
2718,-2,45,95422,4,0.6,2,0,0,0,0,1,1
2719,33,68,95064,2,2.3,3,0,0,1,0,0,0
2720,21,53,95929,1,1.5,2,0,0,0,0,1,0
2721,23,32,93302,1,0.1,1,0,0,0,0,0,1
2722,33,173,92121,2,7.2,3,0,1,0,0,1,0
2723,34,31,92126,4,0.4,1,0,0,0,0,0,0
2724,29,72,94558,2,3.7,1,144,0,0,0,1,0
2725,24,30,90212,4,0.4,2,157,0,0,1,1,1
2726,38,138,92675,1,2.5,1,0,0,0,0,1,0
2727,37,18,92028,1,1.5,2,127,0,0,0,0,0
2728,19,69,90840,1,2.8,1,220,0,0,0,1,1
2729,13,58,94555,3,2.1,1,247,0,0,0,1,0
2730,34,63,90007,4,1.5,1,0,0,0,0,1,0
2731,30,43,90401,2,0.3,1,0,0,1,0,0,0
2732,5,28,96651,1,0.2,3,0,0,0,0,1,0
2733,9,38,93106,1,2.1,3,133,0,0,0,0,0
2734,29,72,93107,3,0.3,2,147,0,0,0,0,0
2735,31,64,94126,4,0.9,1,0,0,0,0,1,0
2736,12,70,92131,3,2.6,2,165,0,0,0,1,0
2737,29,12,95621,1,0.3,1,0,0,0,0,0,0
2738,31,159,94577,2,0.5,1,0,0,0,0,0,0
2739,9,103,95120,2,4.5,3,0,0,0,0,1,0
2740,18,42,91330,1,0.3,3,0,0,0,0,1,0
2741,29,48,92182,2,2.1,3,142,0,0,0,1,0
2742,3,49,90266,1,1.5,1,0,0,0,0,0,0
2743,14,89,95762,2,0.4,1,0,0,0,0,1,0
2744,8,22,94583,4,0.7,2,0,0,0,0,1,1
2745,27,10,92121,2,0.2,1,86,0,0,0,0,0
2746,25,38,95616,1,1.3,2,120,0,0,0,0,1
2747,29,49,92703,2,2.1,3,95,0,0,0,1,1
2748,12,30,91765,2,1.4,3,0,0,0,0,0,1
2749,7,82,94305,1,2.6,2,240,0,0,1,1,1
2750,37,82,94086,1,0.8,3,312,0,0,0,1,0
2751,33,24,94501,1,0.1,2,0,0,0,0,0,0
2752,23,32,92251,4,0.6,1,156,0,0,0,1,1
2753,25,34,95819,3,0.9,3,111,0,0,0,1,0
2754,27,195,93117,2,4.75,2,477,1,0,0,0,0
2755,1,61,93943,4,2.2,1,119,0,0,0,0,0
2756,11,22,93711,3,0.1,2,0,0,0,0,1,1
2757,0,40,91301,4,1,3,0,0,0,0,1,0
2758,38,50,93943,2,2.8,1,205,0,0,0,0,0
2759,36,35,94501,2,0.7,3,0,0,1,0,0,1
2760,33,64,95617,3,0.3,2,0,0,0,0,0,0
2761,7,49,94080,3,2.3,1,0,0,0,0,1,0
2762,8,44,95045,4,1,2,192,0,0,0,0,1
2763,31,65,93403,2,3.7,1,0,0,0,0,1,0
2764,31,13,93943,4,0.7,1,0,0,0,0,1,0
2765,5,84,91320,1,2.9,3,105,0,0,0,0,1
2766,29,28,92093,4,0.2,2,101,0,0,0,1,0
2767,32,108,95123,3,4.4,1,0,0,0,0,1,0
2768,24,59,90401,1,0,1,144,0,0,0,1,0
2769,22,163,95819,1,2.4,1,396,0,0,0,1,0
2770,9,183,91320,2,8.8,3,582,1,0,0,1,0
2771,6,69,90024,4,4,3,0,0,0,0,1,0
2772,16,115,92333,1,7,1,0,0,0,0,0,0
2773,31,130,92646,4,6.5,1,0,1,0,0,0,1
2774,37,185,94309,2,7.9,2,358,1,0,0,1,0
2775,29,118,94066,2,0.3,1,0,0,0,0,1,0
2776,13,163,95039,1,4.1,1,0,0,0,0,0,0
2777,20,140,93106,2,6.3,1,380,0,0,0,1,1
2778,33,91,94122,2,0.7,2,0,0,0,0,1,1
2779,31,61,92646,4,1.3,3,0,0,0,0,1,1
2780,35,168,95521,4,4.1,2,0,1,0,0,1,0
2781,13,69,90630,3,0.9,2,0,0,0,0,0,0
2782,21,22,92037,1,0.2,1,104,0,0,0,0,0
2783,22,53,92691,1,0.3,1,213,0,0,0,0,0
2784,26,25,92123,2,1,2,0,0,0,1,1,1
2785,9,115,91765,4,2.2,2,0,1,0,0,0,0
2786,9,31,92521,4,1.1,3,85,0,1,1,1,1
2787,10,83,94705,1,2.8,3,0,0,0,0,0,1
2788,34,152,92807,2,6.9,1,0,0,0,0,0,0
2789,20,30,96003,1,0.1,1,0,0,0,0,1,0
2790,3,34,90065,1,0.2,3,0,0,0,0,1,1
2791,22,44,95821,1,1.4,3,0,0,0,0,1,1
2792,20,182,94710,2,7.6,1,0,0,0,0,0,0
2793,30,44,95616,3,1.5,1,117,0,0,0,1,0
2794,33,122,94301,2,6,1,153,0,1,1,1,1
2795,26,35,94550,4,1.8,1,0,0,0,0,1,0
2796,25,91,92407,1,0.8,3,0,0,0,0,0,0
2797,32,30,94024,2,2,2,0,0,0,0,0,0
2798,39,53,94608,1,2.5,3,0,0,0,0,1,0
2799,33,28,94720,1,0.3,3,0,0,0,0,1,0
2800,39,85,94720,4,3.4,2,200,0,0,0,1,0
2801,26,28,93907,2,0.7,2,90,0,0,0,1,1
2802,34,41,91016,4,0.4,1,177,0,0,0,1,0
2803,22,154,90650,1,5,3,0,1,1,1,1,0
2804,18,41,92831,1,0.3,3,0,0,0,0,1,0
2805,32,33,95014,3,1.5,1,0,0,0,0,0,0
2806,12,182,94523,3,5.8,3,0,1,0,0,1,0
2807,27,59,90740,2,0.8,3,0,0,0,0,1,0
2808,2,129,90009,2,3.3,1,0,0,1,0,0,0
2809,27,35,94583,3,0.9,3,136,0,0,0,1,0
2810,16,185,94705,3,2.2,2,0,1,1,1,1,1
2811,34,45,93943,4,1.3,2,201,0,0,0,0,0
2812,12,62,94065,4,0.1,2,145,0,0,0,0,0
2813,28,183,96008,3,8.2,3,467,1,0,1,1,1
2814,22,14,94303,2,0.1,3,0,0,0,0,1,0
2815,28,53,94002,1,2.2,3,0,0,0,0,1,1
2816,1,48,94019,3,2.6,3,169,0,0,0,0,0
2817,26,128,92780,2,0.4,1,0,0,0,0,1,0
2818,7,105,94025,1,4,1,331,0,0,0,1,0
2819,9,40,93943,3,0.9,1,0,0,0,0,1,1
2820,37,10,90095,2,0.4,1,0,0,0,0,1,0
2821,4,102,90245,2,3.3,1,303,0,0,0,0,0
2822,32,31,94143,3,0.1,2,0,0,0,0,1,0
2823,5,30,90245,4,0.8,1,158,0,0,0,1,0
2824,7,21,90095,1,0.6,3,0,0,1,0,0,0
2825,36,44,92867,2,0.3,1,0,0,0,0,0,0
2826,10,48,95060,1,2.5,3,164,0,0,0,1,0
2827,11,21,94604,3,0.2,2,0,0,0,0,1,0
2828,11,84,90266,4,2.2,2,0,0,0,0,1,1
2829,10,64,94306,3,0.7,2,230,0,0,0,1,0
2830,9,82,94720,1,2.5,1,138,0,0,0,0,0
2831,35,39,95616,4,1.3,1,0,0,0,0,1,0
2832,27,45,90405,2,0.8,3,0,0,0,0,1,1
2833,21,133,92056,4,5.7,3,0,1,0,1,1,1
2834,22,152,90009,2,1.4,1,0,0,0,0,1,0
2835,16,12,90033,1,1,1,91,0,1,0,0,0
2836,16,32,94112,3,1.5,1,149,0,0,0,1,0
2837,1,74,94085,4,2.6,1,204,0,0,0,0,0
2838,14,54,92037,2,1.1,2,159,0,0,0,0,1
2839,6,181,94542,3,4.1,2,0,1,0,1,1,1
2840,33,75,90034,2,0,3,0,0,0,0,1,0
2841,15,95,91101,3,0.1,1,240,0,1,0,0,0
2842,11,190,94305,4,7.3,2,565,1,0,1,1,0
2843,11,90,94709,1,2.8,1,0,0,0,0,1,0
2844,3,20,95616,4,1,1,134,0,0,0,1,1
2845,34,64,95014,3,2.2,3,0,0,0,0,0,0
2846,36,85,90019,2,1.7,3,98,0,0,0,0,0
2847,43,105,93711,4,1.7,2,0,0,0,0,1,0
2848,18,21,90840,1,0.2,1,0,0,0,0,1,0
2849,-1,78,94720,2,1.8,2,0,0,0,0,0,0
2850,21,158,94085,2,6.67,1,132,0,0,0,1,1
2851,34,125,94720,1,4.3,1,219,0,0,0,0,0
2852,36,81,95449,3,1.8,2,0,0,0,0,1,0
2853,29,183,93105,1,8.1,1,0,0,0,0,1,1
2854,3,54,94550,4,0.6,2,0,0,0,0,1,0
2855,24,79,94025,4,3.6,3,212,0,0,0,1,0
2856,11,38,91706,1,1.5,2,136,0,0,0,1,0
2857,10,172,94704,4,1,2,295,1,0,0,1,0
2858,8,184,93106,3,7.5,1,0,1,0,0,0,0
2859,11,158,95054,2,7.8,1,114,0,0,0,1,1
2860,11,188,94596,1,0.9,3,282,1,0,0,1,0
2861,2,20,95064,4,0.5,3,0,0,0,0,1,0
2862,18,60,92677,4,0.2,3,151,0,0,0,0,1
2863,39,113,92096,4,2.4,3,0,0,0,0,1,0
2864,5,70,93101,4,0,1,0,0,0,0,1,1
2865,41,84,95762,2,0,3,0,0,0,0,1,1
2866,33,23,94002,2,0.2,3,0,0,0,0,1,0
2867,22,141,90089,2,3.3,1,0,0,1,1,1,1
2868,33,110,90007,3,4.4,1,264,0,0,0,1,0
2869,26,31,94923,4,1.8,1,0,0,0,0,1,1
2870,35,22,92660,1,1.3,1,80,0,0,0,0,0
2871,17,91,95134,1,5.2,1,0,0,1,0,0,0
2872,39,82,94131,4,2.4,3,252,0,0,0,1,0
2873,26,23,92630,1,0.3,1,0,0,0,0,0,0
2874,23,35,93943,1,0.1,1,0,0,1,0,1,0
2875,25,114,91380,1,2.5,3,0,1,0,0,1,0
2876,33,18,94402,3,0.1,2,0,0,0,0,1,1
2877,-2,80,91107,2,1.6,3,238,0,0,0,0,0
2878,32,74,95817,2,2.3,3,0,0,0,0,0,1
2879,19,122,94590,4,4.1,2,0,1,0,0,1,0
2880,15,73,94545,3,2.33,2,0,0,0,0,0,0
2881,40,40,96064,2,1.1,1,0,0,0,0,1,0
2882,25,55,92103,4,0.1,3,0,0,0,0,1,0
2883,31,69,90089,1,2.7,2,0,0,1,0,0,1
2884,14,92,90024,4,1.4,2,0,0,0,0,1,0
2885,2,48,93943,4,2.1,3,0,0,0,0,1,1
2886,31,113,91711,4,0.6,3,327,1,0,0,1,0
2887,25,58,93940,1,1.3,2,0,0,0,0,1,0
2888,16,109,94025,2,2.2,1,0,0,0,0,1,0
2889,28,39,94542,3,1,2,0,0,0,0,1,1
2890,29,33,94591,3,1.9,2,144,0,0,0,0,0
2891,24,18,94304,4,0.2,1,0,0,0,0,1,1
2892,33,63,90044,1,1.6,1,0,0,0,0,1,1
2893,32,43,92093,1,2.8,2,0,0,0,0,1,0
2894,14,70,94022,4,2,3,0,0,0,0,1,0
2895,25,19,94545,1,0.9,3,0,0,0,0,0,0
2896,36,39,94501,4,1.3,2,140,0,0,0,1,0
2897,28,81,94720,3,0.8,1,0,0,0,0,0,0
2898,2,34,92161,4,1.3,3,0,0,0,0,0,0
2899,1,140,91711,1,5.9,2,175,1,1,1,1,0
2900,18,114,94305,1,0.3,1,0,0,0,0,0,0
2901,28,55,91320,2,3.2,3,151,0,0,0,0,0
2902,30,21,95351,1,0.1,2,76,0,0,0,1,0
2903,30,50,94022,4,2.8,2,0,0,1,0,1,0
2904,34,41,95833,3,1.5,1,0,0,0,0,1,1
2905,32,190,90032,3,2.2,1,0,1,0,1,1,0
2906,40,8,94110,2,0.3,3,0,0,0,0,1,0
2907,8,55,92870,2,1.67,2,0,0,0,0,1,0
2908,20,40,91763,2,1.3,1,0,0,0,0,0,1
2909,32,22,95616,3,0.1,2,0,0,0,0,1,0
2910,8,44,94590,2,1.67,2,0,0,1,0,0,1
2911,22,102,95039,3,4.5,3,0,1,0,0,1,0
2912,4,54,93033,4,1.8,3,235,0,0,0,1,0
2913,20,130,90291,4,3.2,2,0,1,0,0,0,0
2914,12,75,94501,3,2.33,2,0,0,0,0,1,1
2915,18,42,95929,2,1.7,1,0,0,0,0,1,0
2916,9,133,92110,1,3.8,1,0,0,0,0,1,0
2917,20,40,92037,1,1.2,2,0,0,0,0,1,0
2918,31,34,94305,3,1.5,1,101,0,0,0,1,0
2919,3,142,93727,1,0.8,1,0,0,0,0,1,0
2920,10,64,94542,3,2.3,1,0,0,0,1,1,1
2921,35,44,94720,2,1.6,3,170,0,0,0,1,0
2922,24,95,91401,1,0.3,1,262,0,0,0,1,0
2923,26,49,90011,1,1.4,3,0,0,0,0,1,0
2924,27,12,91007,2,0.2,1,0,0,0,0,0,0
2925,26,98,90024,1,1.3,3,0,0,0,0,1,1
2926,35,42,91711,4,0.4,1,0,0,0,0,1,0
2927,28,44,92152,2,0.6,3,0,0,0,0,1,1
2928,17,124,94117,1,5.2,1,0,0,0,0,0,0
2929,6,175,95005,2,6.7,1,0,0,0,0,1,0
2930,6,22,94061,4,0.3,1,0,0,0,0,0,0
2931,17,78,95929,4,2.67,1,99,0,0,0,1,0
2932,4,54,91741,2,1,2,109,0,0,0,0,1
2933,16,154,92407,1,7,1,0,0,0,0,0,1
2934,22,42,95820,3,2.7,2,0,0,0,0,1,0
2935,13,195,91763,2,6.5,1,635,0,0,0,1,0
2936,23,80,93023,1,3,3,0,0,0,0,1,1
2937,22,81,94301,3,2,2,0,0,0,0,1,0
2938,36,89,94022,2,2,1,0,0,0,0,1,1
2939,9,61,93943,3,2.6,2,0,0,0,0,1,0
2940,24,25,90016,4,0.4,3,0,0,0,0,0,1
2941,3,43,90245,3,0.1,2,163,0,0,0,1,0
2942,35,122,92606,1,2.6,1,352,0,0,0,0,0
2943,5,160,90405,1,4.3,1,385,0,0,0,1,0
2944,32,83,91320,4,1.6,2,0,0,0,0,0,0
2945,30,79,92182,2,0,3,0,0,0,0,0,0
2946,19,30,94305,3,0.5,2,0,0,0,0,1,1
2947,9,145,94110,1,4.3,1,437,0,0,0,1,0
2948,21,151,90024,2,3.3,1,328,0,0,0,0,0
2949,18,14,94720,2,0.1,3,98,0,0,0,0,1
2950,11,19,95054,3,0.2,2,0,0,0,0,1,0
2951,16,55,95820,1,0.7,3,135,0,0,0,1,0
2952,2,132,94720,2,2.4,3,0,1,0,0,0,1
2953,8,182,94065,1,8.6,1,0,0,0,0,0,0
2954,36,78,91330,3,0.5,1,0,0,0,0,1,1
2955,7,42,95822,1,2.4,2,0,0,0,0,1,1
2956,29,44,95518,2,2.3,3,187,0,0,0,1,0
2957,38,195,91125,4,5.2,3,522,1,0,1,1,1
2958,36,53,92717,3,0.5,2,0,0,0,0,1,0
2959,41,65,92612,3,2.4,1,0,0,0,0,0,0
2960,12,43,94305,4,0.2,1,0,0,0,0,0,0
2961,29,38,90035,4,1.5,3,0,0,0,0,0,1
2962,36,50,95741,1,1.8,3,0,0,0,0,1,0
2963,-2,81,91711,2,1.8,2,0,0,0,0,0,0
2964,3,41,94588,1,1.9,3,0,0,0,0,1,1
2965,10,73,93943,3,2.3,1,0,0,0,0,1,0
2966,27,31,91605,2,0.4,3,104,0,0,0,0,1
2967,7,84,91320,3,0.6,2,0,0,0,0,1,1
2968,14,95,94109,2,1.9,1,0,0,0,0,1,1
2969,18,162,90840,4,1.3,1,301,1,0,0,0,0
2970,18,60,95039,2,2.2,3,115,0,0,0,0,0
2971,30,121,95039,2,1.1,3,0,1,1,0,0,0
2972,25,43,91380,3,1,2,165,0,0,1,1,1
2973,7,38,92182,1,1.8,2,182,0,0,1,1,1
2974,22,82,92084,1,2.9,1,276,0,0,0,1,0
2975,18,52,95008,4,1.9,1,0,0,0,0,1,0
2976,33,43,91016,3,1.5,1,168,0,0,0,0,1
2977,8,82,95747,1,2.6,2,0,0,1,1,1,1
2978,10,161,94109,1,4.1,1,0,0,1,0,1,0
2979,30,24,94550,2,0.7,2,0,0,0,0,1,0
2980,32,102,90210,1,2.6,1,0,0,0,0,1,0
2981,-1,53,94305,3,2.4,2,0,0,0,0,0,0
2982,28,85,92037,1,1.2,1,0,0,0,0,0,0
2983,33,111,95120,3,4.4,1,0,0,0,0,1,0
2984,32,90,95054,2,0.3,1,0,0,0,0,1,1
2985,28,94,92709,2,1.1,1,188,0,0,0,0,0
2986,23,63,94606,4,3.6,3,0,0,0,0,0,0
2987,30,153,94305,2,2.8,2,0,1,1,1,1,0
2988,7,39,92037,2,2,3,0,0,0,0,0,0
2989,21,205,95762,2,8.8,1,181,0,1,0,1,0
2990,18,142,93106,1,3.4,1,496,0,0,0,1,0
2991,25,163,94608,2,0.4,1,0,0,1,0,0,0
2992,17,113,93014,3,1,1,0,0,1,0,1,0
2993,21,64,92104,1,2.9,1,0,0,0,0,1,1
2994,40,20,92647,3,0.1,3,0,0,0,0,0,1
2995,24,179,94025,1,1,1,0,0,0,0,1,0
2996,24,91,91101,2,4.5,3,90,0,0,0,1,0
2997,18,103,91367,1,3.33,1,0,1,1,1,1,1
2998,33,80,95053,4,1.6,2,0,0,0,0,0,0
2999,35,38,93106,2,0.3,1,0,0,0,0,0,0
3000,34,44,94143,1,0.2,1,0,0,0,0,0,1
3001,14,164,94720,1,4.3,2,0,1,0,0,0,0
3002,7,81,92647,3,1.6,1,0,0,0,0,1,1
3003,13,95,90095,2,1.7,2,83,0,0,0,0,0
3004,28,44,90747,3,1.9,2,0,0,0,0,0,1
3005,7,88,94583,3,1.6,1,0,0,0,0,1,1
3006,36,148,94111,3,7,2,0,1,0,0,1,0
3007,37,169,95014,3,5,2,184,1,0,1,1,1
3008,37,11,91711,1,0.8,2,102,0,0,0,0,1
3009,25,92,94550,1,3,3,158,0,0,0,0,1
3010,9,74,92120,3,2.6,2,0,0,0,0,1,0
3011,1,72,94301,3,0.8,1,0,0,0,0,1,0
3012,31,63,95616,3,2.67,1,0,0,0,0,1,0
3013,3,172,92373,2,4.5,1,415,0,0,0,1,0
3014,21,183,90029,2,1.4,1,0,0,0,0,1,1
3015,34,40,91311,1,2.5,3,166,0,0,0,1,0
3016,18,68,92673,4,2.9,1,0,0,1,0,0,1
3017,23,78,91423,4,3.6,3,0,0,0,0,1,0
3018,32,68,90041,2,3.7,1,184,0,0,0,0,0
3019,32,49,94005,1,1.4,1,99,0,0,0,1,1
3020,33,39,94132,2,2.3,3,0,0,0,0,1,0
3021,20,151,95193,1,3.5,1,392,0,0,0,1,0
